benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,time_component_value,time_component_raw,forward_gradient_component_value,forward_gradient_component_raw,end_component_value,end_component_raw,gate_role,current_default_candidate_gate_status,current_default_gate_error_ratio_by_coefficient,stencil_phase_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,FAIL,-0.0,-0.0,9.045074513727819,1307.465769342992,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,baseline_current_default,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,FAIL,-0.0,-0.0,9.045074513727819,1307.465769342992,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,neutral_or_not_evaluable,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,2.1,8.661777626973016,1252.0601938370032,4.1246560128442935,6.561777626973017,3.1246560128442935,0.15,0.0,0.315,20.831040085628626,23.957088011481964,-3.1260479258533387,FAIL,-0.0,-0.0,8.060369417084017,1165.1266205824872,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,2.1,9.265321434589415,1339.3024678016595,4.412057825994959,7.165321434589416,3.41205782599496,0.15,0.0,0.315,22.747052173299732,23.957088011481964,-1.2100358381822325,FAIL,-0.0,-0.0,8.663913224700414,1252.3688945471433,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,2.1,-6.8171555650336755,-985.4200241291485,-3.2462645547779405,8.917155565033676,4.246264554777941,0.15,0.0,0.315,28.308430365186272,23.957088011481964,4.351342353704307,FAIL,-0.0,-0.0,-7.418563774922677,-1072.3535973836647,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,2.1,-8.274242353078074,-1196.0419593535182,-3.9401154062276538,10.374242353078074,4.940115406227654,0.15,0.0,0.315,32.93410270818436,23.957088011481964,8.977014696702398,FAIL,-0.0,-0.0,-8.875650562967076,-1282.9755326080344,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,2.1,-5.27790390800582,-762.9211548369192,-2.5132875752408665,7.37790390800582,3.5132875752408665,0.15,0.0,0.315,23.421917168272444,23.957088011481964,-0.5351708432095208,FAIL,-0.0,-0.0,-5.879312117894821,-849.8547280914353,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,startup_aft_gradient_zero,7,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,2.1,8.374198534424155,1210.490628111956,3.987713587821026,6.274198534424155,2.987713587821026,0.15,0.0,0.315,19.918090585473507,23.957088011481964,-4.038997426008457,FAIL,-0.0,-0.0,7.772790324535155,1123.55705485744,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,startup_aft_gradient_copy_second,8,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,2.1,8.118699278669578,1173.558203676456,3.8660472755569417,6.018699278669578,2.8660472755569417,0.15,0.0,0.315,19.10698183704628,23.957088011481964,-4.850106174435684,FAIL,-0.0,-0.0,7.517291068780576,1086.6246304219399,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,startup_first_pair_gradient_average,9,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,2.1,11.845694015899529,1712.2953952887476,5.64080667423787,9.745694015899529,4.64080667423787,0.15,0.0,0.315,30.938711161585807,23.957088011481964,6.981623150103843,FAIL,-0.0,-0.0,11.244285806010527,1625.3618220342314,0.6014082098890006,86.93357325451608,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,23.957088011481964,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,-0.2,-2.8137863584170923,-674.8866580663397,14.068931792085461,2.613786358417092,13.06893179208546,0.3,0.0,0.06,43.56310597361821,43.56310597361823,-2.1316282072803006e-14,FAIL,-1.0988560964407692,-263.56063473131854,-1.6080132468849448,-385.6819772653541,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,baseline_current_default,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,-0.2,-2.8137863584170923,-674.8866580663397,14.068931792085461,2.613786358417092,13.06893179208546,0.3,0.0,0.06,43.56310597361821,43.56310597361823,-2.1316282072803006e-14,FAIL,-1.0988560964407692,-263.56063473131854,-1.6080132468849448,-385.6819772653541,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,-0.2,-2.6387276745693056,-632.898832745448,13.193638372846527,2.4387276745693054,12.193638372846527,0.3,0.0,0.06,40.64546124282176,43.56310597361823,-2.917644730796468,FAIL,-1.0988560964407692,-263.56063473131854,-1.4329545630371578,-343.69415194446236,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,-0.2,-2.7460243514788876,-658.6339407022112,13.730121757394437,2.5460243514788874,12.730121757394436,0.3,0.0,0.06,42.43373919131479,43.56310597361823,-1.1293667823034355,FAIL,-1.0988560964407692,-263.56063473131854,-1.54025123994674,-369.42925990122563,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,-0.2,-0.5856164071964479,-140.46009526606804,2.9280820359822393,0.3856164071964479,1.9280820359822395,0.3,0.0,0.06,6.426940119940799,43.56310597361823,-37.136165853677426,FAIL,-1.0988560964407692,-263.56063473131854,0.6201567043356996,148.74458553491755,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,-0.2,-0.3602189038424416,-86.39850408660962,1.8010945192122079,0.16021890384244158,0.8010945192122079,0.3,0.0,0.06,2.670315064040693,43.56310597361823,-40.892790909577535,FAIL,-1.0988560964407692,-263.56063473131854,0.8455542076897058,202.80617671437597,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,-0.2,-0.7939344452816157,-190.42517670079556,3.9696722264080786,0.5939344452816158,2.9696722264080786,0.3,0.0,0.06,9.898907421360263,43.56310597361823,-33.664198552257965,FAIL,-1.0988560964407692,-263.56063473131854,0.41183866625053167,98.77950410019002,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,startup_aft_gradient_zero,7,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,-0.2,-2.5876025025606193,-620.6364602391646,12.938012512803096,2.387602502560619,11.938012512803095,0.3,0.0,0.06,39.793375042676985,43.56310597361823,-3.7697309309412432,FAIL,-1.0988560964407692,-263.56063473131854,-1.381829391028472,-331.43177943817903,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,startup_aft_gradient_copy_second,8,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,-0.2,-2.5421804126486944,-609.7419719737894,12.710902063243472,2.3421804126486943,11.71090206324347,0.3,0.0,0.06,39.036340210811574,43.56310597361823,-4.526765762806654,FAIL,-1.0988560964407692,-263.56063473131854,-1.336407301116547,-320.5372911728038,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,startup_first_pair_gradient_average,9,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,-0.2,-3.2047572548229075,-768.6610275692744,16.02378627411454,3.0047572548229073,15.023786274114537,0.3,0.0,0.06,50.07928758038179,43.56310597361823,6.51618160676356,FAIL,-1.0988560964407692,-263.56063473131854,-1.9989841432907598,-479.45634676828877,-0.10691701509137799,-25.644046069667013,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,43.56310597361821,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,0.13,6.522275168922203,2828.3851643208827,50.17134745324772,6.392275168922203,49.17134745324771,0.3,0.0,0.039,163.90449151082572,163.9044915108257,2.842170943040401e-14,FAIL,4.115995775674917,1784.9019072052001,1.8232409617498313,790.6485932649664,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,baseline_current_default,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,0.13,6.522275168922203,2828.3851643208827,50.17134745324772,6.392275168922203,49.17134745324771,0.3,0.0,0.039,163.90449151082572,163.9044915108257,2.842170943040401e-14,FAIL,4.115995775674917,1784.9019072052001,1.8232409617498313,790.6485932649664,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,0.13,5.468638937768614,2371.475725880518,42.06645336745088,5.338638937768614,41.066453367450876,0.3,0.0,0.039,136.88817789150292,163.9044915108257,-27.016313619322773,FAIL,4.115995775674917,1784.9019072052001,0.7696047305962429,333.7391548246018,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,0.13,6.806132489139317,2951.4799146177547,52.35486530107167,6.6761324891393174,51.35486530107167,0.3,0.0,0.039,171.18288433690557,163.9044915108257,7.27839282607988,FAIL,4.115995775674917,1784.9019072052001,2.107098281966945,913.7433435618383,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,0.13,4.118609538803455,1786.0353658012175,31.681611836949653,3.9886095388034555,30.681611836949656,0.3,0.0,0.039,102.27203945649886,163.9044915108257,-61.63245205432683,FAIL,4.115995775674917,1784.9019072052001,-0.5804246683689169,-251.70120525469883,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,0.13,3.1756639262566617,1377.1269232385991,24.42818404812817,3.045663926256662,23.428184048128166,0.3,0.0,0.039,78.09394682709389,163.9044915108257,-85.8105446837318,FAIL,4.115995775674917,1784.9019072052001,-1.5233702809157106,-660.6096478173174,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,0.13,4.849909054894847,2103.1634612001326,37.30699272996036,4.719909054894847,36.30699272996036,0.3,0.0,0.039,121.02330909986787,163.9044915108257,-42.88118241095782,FAIL,4.115995775674917,1784.9019072052001,0.15087484772247522,65.42689014421606,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,startup_aft_gradient_zero,7,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,0.13,5.796661414406841,2513.722699897817,44.58970318774493,5.666661414406841,43.58970318774493,0.3,0.0,0.039,145.29901062581644,163.9044915108257,-18.605480885009257,FAIL,4.115995775674917,1784.9019072052001,1.0976272072344682,475.98612884190055,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,startup_aft_gradient_copy_second,8,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,0.13,5.823950413742927,2525.556576708032,44.79961856725328,5.693950413742927,43.79961856725328,0.3,0.0,0.039,145.99872855751096,163.9044915108257,-17.905762953314735,FAIL,4.115995775674917,1784.9019072052001,1.124916206570555,487.8200056521157,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,improves_but_still_fails,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,startup_first_pair_gradient_average,9,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,0.13,7.53174634023638,3266.1424209234824,57.936510309510616,7.40174634023638,56.93651030951061,0.3,0.0,0.039,189.78836769836872,163.9044915108257,25.883876187543024,FAIL,4.115995775674917,1784.9019072052001,2.8327121330640086,1228.4058498675663,0.5830384314974552,252.83466385071634,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,163.90449151082572,worsens_this_coefficient,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,0.15,1.4447328778960564,346.51918076336915,9.631552519307043,1.2947328778960565,8.631552519307045,0.3,0.0,0.045,28.77184173102348,28.77184173102348,0.0,FAIL,1.4447328778960564,346.51918076336915,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,FAIL,28.77184173102348,baseline_current_default,false,diagnostic-only until one traceable stencil/phase convention passes every Ma 2005 Wigley III coefficient
