benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_normal_derivative_source,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,2.1,80.30394165108567,11607.93697086296,38.2399722148027,78.20394165108567,37.2399722148027,0.15,0.0,0.315,248.266481432018,23.957088011481964,224.30939342053603,relative,FAIL,15.72691793729941,22.92433821155376,31.523936701797954,103.76239400189797,0.12503069706233869,66.7516764599517,81397.96948071149,21.933688548522994,42.89961516619529,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,2.1,46.15486997137271,6671.687721804708,21.97850951017748,44.05486997137271,20.97850951017748,0.15,0.0,0.315,139.85673006784987,23.957088011481964,115.8996420563679,relative,FAIL,9.163252168987688,3.8304007312832806,22.829951122518953,14.76802323055312,0.975771270123446,180.0,86728.20093870202,23.378132428885213,38.291158469733695,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,-0.2,-2.8137863584170937,-674.88665806634,14.068931792085468,2.6137863584170935,13.068931792085467,0.3,0.0,0.06,43.56310597361823,43.56310597361823,0.0,relative,FAIL,3.2119407241645375,2.8122508566618087,9.582196646201407,9.226766483024464,0.46451303218046575,180.0,79214.15381801272,28.485578098834065,-1.6080132468849448,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,-0.2,-1.7149306013674726,-411.3261047379883,8.574653006837362,1.5149306013674726,7.574653006837362,0.3,0.0,0.06,25.248843356124546,43.56310597361823,-18.314262617493682,relative,FAIL,0.0,2.5695525793316296,2.0509482424875585,7.730397974218188,0.0,,78487.70095164343,28.2262218883869,-1.6080132468849448,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,-0.2,-1.1085552214984695,-265.88696987640793,5.542776107492347,0.9085552214984696,4.542776107492347,0.3,0.0,0.06,15.142587024974492,43.56310597361823,-28.420518948643736,relative,FAIL,3.2119407241645375,1.365850779577058,9.582196646201407,6.799255999496503,0.46451303218046575,180.0,78972.63857271148,28.396515626729276,8.347355592124222e-06,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,-0.2,-11.12786719795821,-2669.018947430277,55.63933598979105,10.92786719795821,54.63933598979105,0.3,0.0,0.06,182.13111996597019,43.56310597361823,138.56801399235195,relative,FAIL,11.795188452974557,15.44252774298561,23.64295252634847,83.67450439652661,0.12503069706233869,-66.75167645995171,78257.71946959963,28.146267042311706,-9.842703806547341,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,-0.2,-11.729678434250921,-2813.3633724550837,58.648392171254606,11.529678434250922,57.648392171254606,0.3,0.0,0.06,192.1613072375154,43.56310597361823,148.59820126389715,relative,FAIL,11.795188452974557,18.66254997931511,23.64295252634847,78.05963160050602,0.12503069706233869,66.75167645995171,78256.94085810975,28.136044122584348,-5.41049269698876,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,-0.2,-4.839787582637277,-1160.8230516955512,24.198937913186388,4.639787582637277,23.198937913186384,0.3,0.0,0.06,77.32979304395462,43.56310597361823,33.766687070336395,relative,FAIL,6.872439126740766,3.8850335956405178,17.12246334188922,13.107021505987932,0.975771270123448,180.0,83453.9828788056,30.011755381749396,-4.079219233577318,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,0.13,6.522275168922202,2828.3851643208823,50.17134745324771,6.392275168922202,49.171347453247705,0.3,0.0,0.039,163.9044915108257,163.9044915108257,0.0,relative,FAIL,5.353234540274228,3.237144754325685,15.97032774366901,12.932945843391947,0.4645130321804658,180.0,78724.257104956,16.96746799493298,1.8232409617498313,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,0.13,4.658687640665822,2020.2402791665222,35.83605877435248,4.528687640665822,34.83605877435248,0.3,0.0,0.039,116.12019591450826,163.9044915108257,-47.784295596317435,relative,FAIL,0.0,2.5695525793316296,3.4182470708125963,7.843999526277876,0.0,,77860.07857037819,16.782152713397156,0.5167540944818769,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,0.13,2.8309432084099946,1227.6387555456258,21.776486218538423,2.7009432084099947,20.77648621853842,0.3,0.0,0.039,69.25495406179473,163.9044915108257,-94.64953744903096,relative,FAIL,5.353234540274228,2.276417965961763,15.97032774366901,11.329507959418828,0.4645130321804658,180.0,78625.54308564386,16.944599973392467,1.8232409617498313,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,0.13,9.879665239341067,4284.317644946375,75.9974249180082,9.749665239341066,74.9974249180082,0.3,0.0,0.039,249.99141639336068,163.9044915108257,86.08692488253499,relative,FAIL,19.658647421624263,23.772608095929904,39.404920877247434,135.3956081680606,0.12503069706233866,-66.7516764599517,77760.72899824195,16.764111354557247,1.2065406375180527,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,0.13,-6.668741028757615,-2891.9000965046525,-51.29800791352011,6.798741028757615,52.29800791352011,0.3,0.0,0.039,174.32669304506703,163.9044915108257,10.422201534241339,relative,FAIL,19.658647421624263,27.352673423486944,39.404920877247434,129.6859400392718,0.12503069706233866,66.7516764599517,77786.5454898407,16.75973256210768,-5.818765581029488,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,0.13,9.955462119845121,4317.186968421253,76.58047784496246,9.82546211984512,75.58047784496246,0.3,0.0,0.039,251.93492614987488,163.9044915108257,88.03043463904919,relative,FAIL,11.454065211234607,3.8939735746341815,28.537438903148676,16.571392422999892,0.9757712701234466,180.0,82936.42535073232,17.878173525202474,2.702722198713561,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,0.15,1.4447328778960564,346.51918076336915,9.631552519307043,1.2947328778960565,8.631552519307045,0.3,0.0,0.045,28.77184173102348,28.77184173102348,0.0,relative,FAIL,4.282587632219382,2.9908512131542353,12.776262194935207,11.0029160762816,0.464513032180465,180.0,82364.02322667143,22.199531277298664,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,0.15,-1.2936359934050228e-06,-0.00031027859301819476,-8.624239956033487e-06,0.1500012936359934,1.0000086242399562,0.3,0.0,0.045,3.3333620807998536,28.77184173102348,-25.438479650223623,relative,FAIL,0.0,2.5695525793316296,2.734597656650078,7.780302755741188,0.0,,81366.3145077084,21.93007036542592,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,0.15,1.4447328778960564,346.51918076336915,9.631552519307043,1.2947328778960565,8.631552519307045,0.3,0.0,0.045,28.77184173102348,28.77184173102348,0.0,relative,FAIL,4.282587632219382,1.8211343727694111,12.776262194935207,9.06426084113435,0.464513032180465,180.0,82364.02322667143,22.199531277298664,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,0.15,5.445165124187442,1306.0228550363581,36.30110082791629,5.295165124187442,35.30110082791628,0.3,0.0,0.045,117.67033609305426,28.77184173102348,88.89849436203079,relative,FAIL,15.72691793729941,19.47048546529589,31.523936701797954,109.44156679648106,0.12503069706233869,-66.7516764599517,81361.4485477078,21.933688548522994,1.8411902009136139,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,0.15,0.029450254938294933,7.06364364695004,0.19633503292196625,0.12054974506170506,0.8036649670780337,0.3,0.0,0.045,2.678883223593446,28.77184173102348,-26.092958507430033,relative,FAIL,15.72691793729941,22.92433821155376,31.523936701797954,103.76239400189797,0.12503069706233869,66.7516764599517,81397.96948071149,21.933688548522994,-1.8411902009136139,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,0.15,3.657786016450021,877.3199760455376,24.38524010966681,3.507786016450021,23.38524010966681,0.3,0.0,0.045,77.95080036555603,28.77184173102348,49.178958634532556,relative,FAIL,9.163252168987688,3.8304007312832806,22.829951122518953,14.76802323055312,0.975771270123446,180.0,86728.20093870202,23.378132428885213,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,-0.1,-0.09431318444663771,-40.89892020498881,0.9431318444663771,0.005686815553362298,0.05686815553362298,0.3,0.0,0.03,0.18956051844540994,0.18956051844540994,0.0,relative,PASS,4.282587632219382,2.9908512131542353,12.776262194935207,11.0029160762816,0.464513032180465,180.0,82364.02322667143,22.199531277298664,-0.37998208414391305,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,-0.1,0.12369636060074417,53.64093696486053,-1.2369636060074416,0.22369636060074416,2.2369636060074414,0.3,0.0,0.03,7.4565453533581385,0.18956051844540994,7.266984834912728,relative,FAIL,0.0,2.5695525793316296,2.734597656650078,7.780302755741188,0.0,,81366.3145077084,21.93007036542592,0.09775920774647939,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,-0.1,-0.09431318444663771,-40.89892020498881,0.9431318444663771,0.005686815553362298,0.05686815553362298,0.3,0.0,0.03,0.18956051844540994,0.18956051844540994,0.0,relative,PASS,4.282587632219382,1.8211343727694111,12.776262194935207,9.06426084113435,0.464513032180465,180.0,82364.02322667143,22.199531277298664,-0.37998208414391305,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,-0.1,15.40223803042064,6679.181790758367,-154.02238030420642,15.50223803042064,155.0223803042064,0.3,0.0,0.03,516.741267680688,0.18956051844540994,516.5517071622426,relative,FAIL,15.72691793729941,19.47048546529589,31.523936701797954,109.44156679648106,0.12503069706233869,-66.7516764599517,81361.4485477078,21.933688548522994,14.29691448664829,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,-0.1,24.831335857338573,10768.110840188827,-248.31335857338573,24.931335857338574,249.31335857338573,0.3,0.0,0.03,831.0445285779525,0.18956051844540994,830.8549680595071,relative,FAIL,15.72691793729941,22.92433821155376,31.523936701797954,103.76239400189797,0.12503069706233869,66.7516764599517,81397.96948071149,21.933688548522994,14.29691448664829,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,-0.1,11.864201690534067,5144.91204049621,-118.64201690534067,11.964201690534066,119.64201690534065,0.3,0.0,0.03,398.80672301780226,0.18956051844540994,398.6171624993568,relative,FAIL,9.163252168987688,3.8304007312832806,22.829951122518953,14.76802323055312,0.975771270123446,180.0,86728.20093870202,23.378132428885213,8.128938727255534,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,0.063,0.09007791575661608,64.81556428267311,1.4298081866129537,0.027077915756616083,0.4298081866129537,0.15,0.0,0.00945,2.8653879107530247,2.8653879107530247,0.0,relative,FAIL,2.141293816109691,2.6788030739603026,6.388131097467603,8.374474846407967,0.464513032180465,180.0,79915.70501472187,43.11921381723768,0.1519928336575652,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,0.063,0.09969921427810045,71.73856963380719,1.5825272107634993,0.03669921427810045,0.5825272107634992,0.15,0.0,0.00945,3.883514738423328,2.8653879107530247,1.0181268276703035,relative,FAIL,0.0,2.5695525793316296,1.367298828325039,7.6945535396575,0.0,,79362.23533900993,42.82290007775429,0.1519928336575652,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,0.063,0.0028740977376634567,2.0680570271357404,0.04562059901053106,0.06012590226233654,0.9543794009894689,0.15,0.0,0.00945,6.362529339929793,2.8653879107530247,3.4971414291767684,relative,FAIL,2.141293816109691,0.9105671863847056,6.388131097467603,4.534856475594071,0.464513032180465,180.0,79495.07785440936,42.88975919390282,-0.03910368309859175,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,0.063,-8.791657784150871,-6326.03735858576,-139.55012355795034,8.854657784150872,140.55012355795034,0.15,0.0,0.00945,937.0008237196689,2.8653879107530247,934.1354358089159,relative,FAIL,7.863458968649705,11.96881248071075,15.761968350898977,58.34268712191937,0.12503069706233869,-66.7516764599517,78959.10843781258,42.60784534599232,-6.604447722798408,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,0.063,-7.713981365438669,-5550.595291501395,-122.44414865775666,7.776981365438669,123.44414865775664,0.15,0.0,0.00945,822.960991051711,2.8653879107530247,820.0956031409579,relative,FAIL,7.863458968649705,14.712756753583612,15.761968350898977,52.900454380604536,0.12503069706233869,66.7516764599517,78944.99570121049,42.59030671482944,-4.833083866520218,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,0.063,-2.2708692539725237,-1634.0039716959295,-36.04554371384958,2.333869253972524,37.04554371384958,0.15,0.0,0.00945,246.9702914256639,2.8653879107530247,244.1049035149109,relative,FAIL,4.581626084493844,4.2489508090564785,11.414975561259476,11.518574100419654,0.975771270123446,180.0,84186.28091698968,45.42429970698435,-1.7625017934173033,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,0.09,1.858931296945537,2418.3771301884713,20.654792188283746,1.7689312969455369,19.654792188283743,0.15,0.0,0.0135,131.03194792189163,131.03194792189163,0.0,relative,FAIL,2.141293816109691,2.6788030739603026,6.388131097467603,8.374474846407967,0.464513032180465,180.0,79915.70501472187,43.11921381723768,1.004094890825823,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
