benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.941,0.5990013116139872,47.89015486353828,0.6365582482614104,0.3419986883860128,0.36344175173858956,0.15,0.14115,2.4229450115905973,0.3224101344905041,2.100534877100093,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.941,0.6080057636735652,48.610060805701536,0.6461272727668068,0.33299423632643477,0.3538727272331932,0.15,0.14115,2.3591515148879543,0.3224101344905041,2.03674138039745,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.941,0.6056685642287792,48.4232017100909,0.6436435326554508,0.3353314357712207,0.3563564673445491,0.15,0.14115,2.375709782296994,0.3224101344905041,2.0532996478064898,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.941,0.5994825076486283,47.92862648650784,0.6370696149294669,0.34151749235137163,0.3629303850705331,0.15,0.14115,2.4195359004702204,0.3224101344905041,2.0971257659797162,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,current_default,0,Current matched-BIE pressure integral plus current end term.,True,2.05,1.7861811857284653,258.19253944674807,0.8713078954773003,0.26381881427153453,0.12869210452269977,0.15,0.30749999999999994,0.8579473634846653,0.8579473634846653,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,2.05,1.5848252867888772,229.08653872566651,0.7730855057506719,0.4651747132111226,0.2269144942493281,0.15,0.30749999999999994,1.512763294995521,0.8579473634846653,0.6548159315108557,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,2.05,1.5848252867888772,229.08653872566651,0.7730855057506719,0.4651747132111226,0.2269144942493281,0.15,0.30749999999999994,1.512763294995521,0.8579473634846653,0.6548159315108557,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,2.05,1.5987427151187992,231.09830337293837,0.7798744951799021,0.45125728488120065,0.2201255048200979,0.15,0.30749999999999994,1.4675033654673195,0.8579473634846653,0.6095560019826542,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,2.05,1.5770100497142092,227.95684599191176,0.7692731949825412,0.4729899502857906,0.23072680501745885,0.15,0.30749999999999994,1.5381787001163925,0.8579473634846653,0.6802313366317272,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,2.05,1.580549280944724,228.46844196347226,0.7709996492413289,0.4694507190552759,0.2290003507586712,0.15,0.30749999999999994,1.5266690050578082,0.8579473634846653,0.668721641573143,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,2.05,1.5744470896894707,227.58637004995524,0.7680229705802297,0.47555291031052915,0.23197702941977033,0.15,0.30749999999999994,1.5465135294651358,0.8579473634846653,0.6885661659804705,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.19,0.15544523028440557,37.28353848371468,0.8181327909705556,0.03455476971559443,0.18186720902944437,0.3,0.056999999999999995,0.606224030098148,0.606224030098148,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.19,0.017105422891416797,4.102735680506319,0.0900285415337726,0.1728945771085832,0.9099714584662273,0.3,0.056999999999999995,3.0332381948874247,0.606224030098148,2.4270141647892767,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.19,0.017105422891416797,4.102735680506319,0.0900285415337726,0.1728945771085832,0.9099714584662273,0.3,0.056999999999999995,3.0332381948874247,0.606224030098148,2.4270141647892767,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.19,0.01694770189786851,4.064906300203763,0.08919843104141321,0.1730522981021315,0.9108015689585868,0.3,0.056999999999999995,3.0360052298619564,0.606224030098148,2.4297811997638084,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.19,0.021369049203614467,5.12536645148693,0.11246868001902349,0.16863095079638554,0.8875313199809766,0.3,0.056999999999999995,2.958437733269922,0.606224030098148,2.352213703171774,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.19,0.02163344904247897,5.1887827528385815,0.11386025811831037,0.16836655095752104,0.8861397418816896,0.3,0.056999999999999995,2.9537991396056325,0.606224030098148,2.3475751095074844,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.19,0.017527543723829572,4.2039813621605235,0.0922502301254188,0.17247245627617042,0.9077497698745811,0.3,0.056999999999999995,3.025832566248604,0.606224030098148,2.419608536150456,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.145,0.11550117901521131,27.702957786798436,0.7965598552773194,0.029498820984788676,0.20344014472268054,0.3,0.0435,0.6781338157422685,0.6781338157422685,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.145,0.0035807746089701288,0.8588487899614855,0.02469499730324227,0.14141922539102986,0.9753050026967577,0.3,0.0435,3.251016675655859,0.6781338157422685,2.572882859913591,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.145,0.0035807746089701288,0.8588487899614855,0.02469499730324227,0.14141922539102986,0.9753050026967577,0.3,0.0435,3.251016675655859,0.6781338157422685,2.572882859913591,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.145,0.0029320089257199727,0.7032423408339356,0.020220751211861884,0.14206799107428003,0.9797792487881383,0.3,0.0435,3.265930829293794,0.6781338157422685,2.5877970135515254,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.145,0.007086342377119671,1.6996592191521533,0.04887132673875636,0.13791365762288033,0.9511286732612437,0.3,0.0435,3.1704289108708124,0.6781338157422685,2.4922950951285436,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.145,0.006859970443003641,1.6453639107544233,0.047310140986232006,0.13814002955699634,0.9526898590137679,0.3,0.0435,3.175632863379226,0.6781338157422685,2.497499047636958,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.145,0.004003168358104281,0.9601599306913119,0.02760805764209849,0.14099683164189572,0.9723919423579016,0.3,0.0435,3.2413064745263385,0.6781338157422685,2.5631726587840697,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.106,-0.12493195767079752,-54.176753736080066,1.1786033742528068,0.018931957670797528,0.17860337425280687,0.3,0.031799999999999995,0.5953445808426896,0.5953445808426896,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.106,-0.02376905618532119,-10.307453172905813,0.22423637910680366,0.08223094381467881,0.7757636208931964,0.3,0.031799999999999995,2.585878736310655,0.5953445808426896,1.9905341554679652,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.106,-0.02376905618532119,-10.307453172905813,0.22423637910680366,0.08223094381467881,0.7757636208931964,0.3,0.031799999999999995,2.585878736310655,0.5953445808426896,1.9905341554679652,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.106,-0.01740156407264648,-7.546189693677987,0.1641656987985517,0.08859843592735352,0.8358343012014483,0.3,0.031799999999999995,2.7861143373381614,0.5953445808426896,2.190769756495472,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.106,-0.027322390305856953,-11.848356807006754,0.25775839911185805,0.07867760969414304,0.742241600888142,0.3,0.031799999999999995,2.4741386696271404,0.5953445808426896,1.8787940887844508,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.106,-0.016192616707363026,-7.021929569127372,0.1527605349751229,0.08980738329263697,0.8472394650248771,0.3,0.031799999999999995,2.824131550082924,0.5953445808426896,2.2287869692402342,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.106,-0.019006774699502255,-8.242289414254381,0.17930919527832317,0.08699322530049775,0.8206908047216769,0.3,0.031799999999999995,2.7356360157389235,0.5953445808426896,2.140291434896234,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.125,-0.11322998555308025,-27.158212034906303,0.905839884424642,0.011770014446919747,0.09416011557535797,0.3,0.0375,0.3138670519178599,0.3138670519178599,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.125,-0.1294526053063669,-31.049207382732103,1.0356208424509352,0.0044526053063669024,0.03562084245093522,0.3,0.0375,0.1187361415031174,0.3138670519178599,-0.1951309104147425,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.125,-0.1294526053063669,-31.049207382732103,1.0356208424509352,0.0044526053063669024,0.03562084245093522,0.3,0.0375,0.1187361415031174,0.3138670519178599,-0.1951309104147425,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.125,-0.12954849129858492,-31.072205637965595,1.0363879303886794,0.004548491298584922,0.03638793038867938,0.3,0.0375,0.12129310129559794,0.3138670519178599,-0.19257395062226196,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.125,-0.12846100268598726,-30.811371494234045,1.027688021487898,0.003461002685987258,0.027688021487898062,0.3,0.0375,0.09229340495966021,0.3138670519178599,-0.2215736469581997,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.125,-0.1272999703074413,-30.5328978782398,1.0183997624595305,0.002299970307441307,0.018399762459530455,0.3,0.0375,0.06133254153176819,0.3138670519178599,-0.2525345103860917,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.125,-0.12819568693560293,-30.747735511504366,1.0255654954848235,0.0031956869356029316,0.025565495484823453,0.3,0.0375,0.08521831828274484,0.3138670519178599,-0.22864873363511506,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.163,0.1403372783872581,60.857272333893604,0.8609648980813379,0.02266272161274191,0.13903510191866203,0.3,0.0489,0.4634503397288734,0.4634503397288734,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.163,0.26857652817563676,116.46823356922393,1.6477087618137225,0.10557652817563676,0.6477087618137224,0.3,0.0489,2.1590292060457417,0.4634503397288734,1.6955788663168683,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.163,0.26857652817563676,116.46823356922393,1.6477087618137225,0.10557652817563676,0.6477087618137224,0.3,0.0489,2.1590292060457417,0.4634503397288734,1.6955788663168683,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.163,0.2708124589840191,117.43784514847928,1.6614261287363137,0.10781245898401912,0.6614261287363136,0.3,0.0489,2.2047537624543785,0.4634503397288734,1.741303422725505,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.163,0.2644132343245882,114.66282084773643,1.6221670817459397,0.10141323432458818,0.6221670817459397,0.3,0.0489,2.073890272486466,0.4634503397288734,1.6104399327575925,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.163,0.27066680028239376,117.3746802405198,1.6605325170699003,0.10766680028239375,0.6605325170699003,0.3,0.0489,2.2017750568996677,0.4634503397288734,1.7383247171707943,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.163,0.2725941633250603,118.21048138275208,1.672356830215094,0.1095941633250603,0.6723568302150938,0.3,0.0489,2.241189434050313,0.4634503397288734,1.7777390943214395,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,8,wigley_iii,Fn0.4,2.23,A55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.0458,0.04055945100808402,29.18455297286686,0.8855775329275988,0.0052405489919159776,0.11442246707240125,0.15,0.00687,0.7628164471493417,0.7628164471493417,0.0,PASS,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,8,wigley_iii,Fn0.4,2.23,A55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.0458,0.02160055228900023,15.542677399550115,0.47162777923581284,0.024199447710999772,0.5283722207641871,0.15,0.00687,3.522481471761248,0.7628164471493417,2.7596650246119063,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,8,wigley_iii,Fn0.4,2.23,A55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.0458,0.02160055228900023,15.542677399550115,0.47162777923581284,0.024199447710999772,0.5283722207641871,0.15,0.00687,3.522481471761248,0.7628164471493417,2.7596650246119063,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,8,wigley_iii,Fn0.4,2.23,A55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.0458,0.0215551203489246,15.5099868470687,0.47063581547870315,0.0242448796510754,0.529364184521297,0.15,0.00687,3.529094563475313,0.7628164471493417,2.766278116325971,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,8,wigley_iii,Fn0.4,2.23,A55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.0458,0.022060331327523247,15.873511406719354,0.48166662287168666,0.023739668672476753,0.5183333771283134,0.15,0.00687,3.4555558475220893,0.7628164471493417,2.692739400372748,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
