outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,tau_mid,s_tau_element,s_tau_element_identity_residual,s_tau_recovered,s_tau_recovered_identity_residual,node_pseudo_tangential_residual_left,node_pseudo_tangential_residual_right,node_pseudo_normal_residual_left,node_pseudo_normal_residual_right,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,s_nu_continuous_normal_left,s_nu_continuous_normal_right,k_contribution_continuous_normal_exact
12,4.3732129289608,0.34967136782756125,0.009447839037782079,0.09233169447707887,0.0046746418348871145,0.02772781976329819,7.263800877525443e-06,0.0023208925324579807,0.05220235650548677,4.340699668139347,-4.340699668139309,3.8191672047105385e-14,-4.340699668139309,3.8191672047105385e-14,0.0007464785548680908,0.0006559699098529492,0.02892535423544773,0.02805260640831042,0.08573777668031868,-0.030282137153722744,1.7861615456285708e-05,0.027985843507974822,0.02720266509985822,7.1944725949680526e-06,0.005515328466374481,0.04365648929123367,6.856258316409454e-06
13,4.380938900889898,0.3439134913918487,0.009826045642576171,0.10196863681725798,0.00516254855076548,0.025605795613751425,6.44251333818784e-06,0.002058478935335975,0.054260835440822754,4.350336610479527,-4.3503366104796735,-1.4654943925052066e-13,-4.350336610479673,-1.4566126083082054e-13,0.0006559699098529492,0.000576972573013812,0.02805260640831042,0.02516212331123402,0.08205746369113331,-0.03084587246362913,1.6880364050299605e-05,0.02720266509985822,0.023848373828860486,6.41139406238555e-06,0.008111342596948568,0.0378894476304219,5.924248727332221e-06
14,4.389164411572295,0.3381927312740899,0.010215024209768601,0.11198917174343037,0.005669876094564229,0.022147329569755403,5.010512350227314e-06,0.001600933298352289,0.05586176873917503,4.3603571454056995,-4.360357145405562,1.376676550535194e-13,-4.360357145405562,1.376676550535194e-13,0.000576972573013812,0.0005098231855562574,0.02516212331123402,0.022275626887730438,0.0766027331350605,-0.03230807399554925,1.5107692558955918e-05,0.023848373828860486,0.0207435426818415,5.08619422678121e-06,0.00786171482987097,0.03295800400510385,4.791333328136382e-06
15,4.397892354339239,0.3325120596517259,0.01061488205721934,0.12240412487692434,0.006197172554376367,0.020017804730345645,4.253515992401939e-06,0.0013590616909668553,0.057220830430141895,4.370772098539193,-4.370772098538973,2.2026824808563106e-13,-4.370772098538973,2.2026824808563106e-13,0.0005098231855562574,0.0004508805866922927,0.022275626887730438,0.020788449543648557,0.07229438398362165,-0.03225877452293169,1.3923110032247055e-05,0.0207435426818415,0.01950366219616583,4.299955862946616e-06,0.007023837381471498,0.02985565667846246,4.070438595301924e-06
16,4.407128128294097,0.3268768031207838,0.011025747686274713,0.13322443974867137,0.006744991987915264,0.019345348134350182,4.126303317168753e-06,0.0013184153471365598,0.05853924577727846,4.3815924134109405,-4.381592413411094,-1.5365486660812167e-13,-4.381592413411094,-1.5365486660812167e-13,0.0004508805866922927,0.0003990544420604536,0.020788449543648557,0.020273974970134834,0.06952618756952145,-0.03083549130082064,1.3381009579841416e-05,0.01950366219616583,0.019172297859272967,4.123261614461269e-06,0.0074080024024612,0.027880127377678754,3.817540371897724e-06
17,4.416877067317962,0.3212911247539262,0.011447723040344132,0.14446117511198078,0.007313894286463694,0.019147813657276913,4.197179070243333e-06,0.0013410612055262195,0.05988030698280468,4.39282914877425,-4.392829148774278,-2.842170943040401e-14,-4.392829148774278,-2.842170943040401e-14,0.0003990544420604536,0.0003539426700109871,0.020273974970134834,0.020046290548664247,0.06729799606524267,-0.0290023687506884,1.3044132323674566e-05,0.019172297859272967,0.01909877228594561,4.191803049643276e-06,0.008579111912474513,0.026389991417742342,3.8023058694706204e-06
18,4.427144164129825,0.3157574735592459,0.011880898060272333,0.156125485662289,0.007904444198738099,0.019035537148031967,4.305063306871062e-06,0.0013755318254373376,0.061255838808242015,4.4044934593245575,-4.4044934593244305,1.270095140171179e-13,-4.40449345932443,1.2789769243681803e-13,0.0003539426700109871,0.0003140763989444295,0.020046290548664247,0.019498349892217215,0.06521285989924985,-0.027141785603186364,1.2749788372110806e-05,0.01909877228594561,0.01876266779307987,4.257894960049909e-06,0.009817628516201049,0.024732827993002138,3.7659133173703433e-06
19,4.437934206498989,0.3102765256880474,0.012325387110884383,0.16822862824786738,0.008517211645329191,0.01818539785854556,4.07611269018254e-06,0.0013023786945168404,0.06255821750275885,4.416596601910136,-4.4165966019103,-1.6342482922482304e-13,-4.4165966019103,-1.6342482922482304e-13,0.0003140763989444295,0.00027877863232816935,0.019498349892217215,0.018059133205672095,0.062469242625285304,-0.026098446908194628,1.2133049416857488e-05,0.01876266779307987,0.017267770707196532,4.0024765851642154e-06,0.010592185524954667,0.02231105839396119,3.476994130523567e-06
20,4.449251790267153,0.30484703287564086,0.012781262739802119,0.18078195317321064,0.009152771278403058,0.01627974561059098,3.3874195611978886e-06,0.0010823309857255557,0.06364054848848441,4.42914992683548,-4.429149926835635,-1.545430450278218e-13,-4.429149926835635,-1.545430450278218e-13,0.00027877863232816935,0.00024823629411319104,0.018059133205672095,0.016212127484052763,0.05867915509052013,-0.02611966386933906,1.1046420518446835e-05,0.017267770707196532,0.015211869173009073,3.375326724552057e-06,0.010267698191269048,0.019706559302990145,2.96574336851321e-06
21,4.461102652702532,0.29946860903196737,0.013248601449336438,0.1937968852677799,0.009811701523234555,0.014605036456703413,2.82602062042455e-06,0.0009029556653747401,0.06454350415385915,4.442164858930049,-4.442164858930101,-5.240252676230739e-14,-4.442164858930102,-5.3290705182007514e-14,0.00024823629411319104,0.00022174908442451624,0.016212127484052763,0.015053541778660362,0.05511594228437966,-0.025905869370973278,1.007359513613688e-05,0.015211869173009073,0.014105730454009159,2.8482157901419576e-06,0.009288171605648321,0.01799389316170452,2.548945643921831e-06
22,4.473494392514546,0.29414371699894376,0.013727491598819206,0.20728493179185772,0.010494584978471156,0.014068361129977891,2.7169284567363783e-06,0.0008680990947827588,0.06541160324864191,4.4556529054541265,-4.455652905453923,2.0339285811132868e-13,-4.455652905453923,2.0339285811132868e-13,0.00022174908442451624,0.0001983367431925842,0.015053541778660362,0.014739939102976551,0.052772571421130676,-0.024635849161174228,9.571595324528449e-06,0.014105730454009159,0.013978281267311413,2.7067769398445464e-06,0.008871500879626959,0.017195315028358138,2.4111453075069825e-06
23,4.486435192703428,0.2888753214216172,0.014217987521304527,0.2212576713519196,0.011202007854931658,0.014075418833984221,2.816830939228947e-06,0.0009000194254058645,0.06631162267404778,4.4696256450141885,-4.469625645014112,7.638334409421077e-14,-4.469625645014112,7.638334409421077e-14,0.0001983367431925842,0.00017770064987754353,0.014739939102976551,0.014741459523281542,0.05108305232878152,-0.02293221466081352,9.307649999979136e-06,0.013978281267311413,0.014046209711934475,2.791608127454176e-06,0.009250726217112648,0.01675442350464529,2.470504370888123e-06
24,4.499932938832375,0.28366492049810943,0.014720144810493772,0.23572673751781872,0.011934559146164083,0.014161006436271384,2.951891039843635e-06,0.000943173138487333,0.0672547958125351,4.484094711180088,-4.48409471118016,-7.194245199571014e-14,-4.484094711180159,-7.105427357601002e-14,0.00017770064987754353,0.0001595171919985816,0.014741459523281542,0.0147602137213938,0.04955081378021253,-0.021228800907669765,9.097249557835595e-06,0.014046209711934475,0.014185486975649423,2.9331182579593275e-06,0.009863129667146975,0.0164002928105349,2.590790361850947e-06
25,4.513995519028246,0.27851311744021556,0.015234018554125794,0.2507038192001285,0.01269283064755007,0.014195389564301664,3.0697931379216326e-06,0.000980844614289623,0.06823564042682473,4.499071792862397,-4.499071792862336,6.128431095930864e-14,-4.499071792862336,6.128431095930864e-14,0.0001595171919985816,0.00014324606958915354,0.0147602137213938,0.01439783972528863,0.0480525568812491,-0.019661777752645326,8.89075112788086e-06,0.014185486975649423,0.013939938178787636,3.0127543013954834e-06,0.010422521807964324,0.01569873679890499,2.633960409336874e-06
26,4.528630686918813,0.2734191138358282,0.015759644778198374,0.2662006508662906,0.013477416460960309,0.013511755795171165,2.8771996520009273e-06,0.0009193081279775572,0.0691549485548023,4.514568624528559,-4.514568624528774,-2.149391775674303e-13,-4.514568624528774,-2.149391775674303e-13,0.00014324606958915354,0.00012875748665308606,0.01439783972528863,0.013401153481332084,0.04591537777852439,-0.018891866188182727,8.393047574998207e-06,0.013939938178787636,0.012834507717453586,2.8260127192757188e-06,0.010554055112846017,0.014408834555280858,2.4746541583275906e-06
27,4.543846210751829,0.2683810570982531,0.016297061628903195,0.28222900406984136,0.014288912565889541,0.0122719275009604,2.454340815509562e-06,0.0007841984336943329,0.06993914698849663,4.5305969777321105,-4.530596977731972,1.3855583347321954e-13,-4.530596977731973,1.376676550535194e-13,0.00012875748665308606,0.00011607070826080701,0.013401153481332084,0.012342478403005508,0.04326653451847173,-0.018722679516550933,7.673016660092596e-06,0.012834507717453586,0.011702071143421306,2.4546274592518267e-06,0.009965172989148785,0.013140486889380965,2.1888273471506888e-06
28,4.5596507989799235,0.2633989014108784,0.016846288512248862,0.2988006791404174,0.015127916398731595,0.01146046126194289,2.2126281290060826e-06,0.0007069676314511147,0.07064611461994774,4.547168652802686,-4.54716865280264,4.618527782440651e-14,-4.54716865280264,4.618527782440651e-14,0.00011607070826080701,0.00010481234546411144,0.012342478403005508,0.011725622883831832,0.04110160091516435,-0.018180678391279015,7.146328543146619e-06,0.011702071143421306,0.011192584694423382,2.20792423280558e-06,0.009237883056709029,0.01235909152046677,1.978076982962154e-06
29,4.576053959520241,0.2584743745069229,0.017407343089130264,0.31592749494110695,0.015995026334206505,0.011099731429514259,2.1446549560786598e-06,0.0006852491906355297,0.07133136381058328,4.564295468603376,-4.564295468603548,-1.723066134218243e-13,-4.564295468603549,-1.7319479184152442e-13,0.00010481234546411144,9.475611126763539e-05,0.011725622883831832,0.01135788534973381,0.03946591865419902,-0.017266455795170277,6.813539822367247e-06,0.011192584694423382,0.010879096239824021,2.1201789538696752e-06,0.0089256704607803,0.011838205964321391,1.8885495687869913e-06
30,4.593065177465266,0.2536085821010037,0.017980233793415876,0.33362128338238006,0.01689084140760744,0.010781570905785465,2.0900632127903555e-06,0.0006678063158282495,0.07199917012641152,4.581989257044649,-4.581989257044431,2.1760371282653068e-13,-4.581989257044432,2.1671553440683056e-13,9.475611126763539e-05,8.581613679581324e-05,0.01135788534973381,0.01109676976203211,0.037939204693645756,-0.016376062882074605,6.5104262138077176e-06,0.010879096239824021,0.010619093111207968,2.0775920977400216e-06,0.008834124251405173,0.011448887371906302,1.8595137826753425e-06
31,4.610693953327927,0.24880216676295094,0.018564950740560884,0.3518938756493684,0.017815960617504574,0.010630278376686064,2.0978917565063555e-06,0.0006703076521061617,0.07266947777851768,4.600261849311638,-4.600261849311799,-1.616484723854228e-13,-4.600261849311798,-1.6076029396572267e-13,8.581613679581324e-05,7.782920986976194e-05,0.01109676976203211,0.0109747646447369,0.0366365051721016,-0.015375948418729468,6.283197965921692e-06,0.010619093111207968,0.010576858982965398,2.0851641195911294e-06,0.00881118280786608,0.011221744116254095,1.871602750233866e-06
32,4.628949978664336,0.2440559273866319,0.019161490543020025,0.3707570962911588,0.018770982626493155,0.010586598039489248,2.147544326418627e-06,0.000686172387479524,0.07335565016599721,4.619125069953428,-4.619125069953419,8.881784197001252e-15,-4.61912506995342,7.993605777301127e-15,7.782920986976194e-05,7.063881385516169e-05,0.0109747646447369,0.010784727782973125,0.035503507398826795,-0.014330311319848521,6.113029944785427e-06,0.010576858982965398,0.010440740078145912,2.1161262565377566e-06,0.008905479799435234,0.010934961052170511,1.8922739547902881e-06
33,4.647842862441864,0.23936982417994365,0.01976982883092165,0.3902227559781297,0.019756505394506244,0.010295260159652209,2.0954512446765115e-06,0.0006695278722392899,0.0740251780382365,4.6385907296403985,-4.6385907296403825,1.5987211554602254e-14,-4.6385907296403825,1.5987211554602254e-14,7.063881385516169e-05,6.418325755497278e-05,0.010784727782973125,0.010412370403835913,0.03417820774187419,-0.013587687422569328,5.85432297057174e-06,0.010440740078145912,0.01002923677333791,2.071267160376838e-06,0.008912639698539282,0.01048131318550638,1.8630377643940327e-06
34,4.667382209878503,0.23474330236044355,0.02038993259491588,0.4103026366910485,0.02077312542895666,0.009884056918707085,1.99198592499054e-06,0.0006364691620851433,0.07466164720032163,4.658670610353317,-4.6586706103532975,1.9539925233402755e-14,-4.658670610353298,1.865174681370263e-14,6.418325755497278e-05,5.840983624594287e-05,0.010412370403835913,0.010071235000467915,0.032778519122261596,-0.013010405284847204,5.5544904772684205e-06,0.01002923677333791,0.009706356531697088,1.985614422591972e-06,0.008709261264333357,0.010080687896465879,1.8029243620585895e-06
35,4.687577943062783,0.230176672603998,0.021021767714256116,0.4310084868456345,0.021821437537899484,0.009652891212272863,1.958772762675336e-06,0.0006258570622084556,0.07528750426253009,4.679376460507903,-4.679376460507745,1.580957587066223e-13,-4.679376460507745,1.580957587066223e-13,5.840983624594287e-05,5.319951497817499e-05,0.010071235000467915,0.00978785213254263,0.03160774335110772,-0.012301960926561994,5.336378948534422e-06,0.009706356531697088,0.009498374238102743,1.9383967195212658e-06,0.008516422720965089,0.009745663094883894,1.755356786846517e-06
36,4.7084400855062025,0.22567034487628976,0.0216652814798507,0.4523520114426879,0.02290203433134506,0.009354094849446382,1.8956924238830148e-06,0.0006057019547493573,0.07589320621727945,4.700719985104957,-4.700719985104948,8.881784197001252e-15,-4.700719985104948,8.881784197001252e-15,5.319951497817499e-05,4.848857758155134e-05,0.00978785213254263,0.009388759070056207,0.030418833313651694,-0.011710643614758709,5.100155147009924e-06,0.009498374238102743,0.009075514738478244,1.8688956841415505e-06,0.008371009099134796,0.009299646703342823,1.6928142358810466e-06
37,4.729978544353182,0.22122393377327365,0.02232041607172382,0.4743448602184751,0.02401550562132732,0.008888864027486454,1.7635785651838396e-06,0.0005634896098270414,0.07645669582710649,4.722712833880744,-4.722712833880808,-6.483702463810914e-14,-4.7227128338808075,-6.394884621840902e-14,4.848857758155134e-05,4.426565944815053e-05,0.009388759070056207,0.00902026785221588,0.029103754889136635,-0.011326026834163727,4.803930325311935e-06,0.009075514738478244,0.008684755966800113,1.7604006859056008e-06,0.008093291636934286,0.008898841222165554,1.6123648200998996e-06
38,4.752203406979187,0.2168377106579642,0.022987103711712857,0.49699862011019347,0.02516243804043941,0.00864987531654382,1.7199029840973786e-06,0.0005495346113760291,0.07700623043848251,4.745366593772463,-4.74536659377255,-8.704148513061227e-14,-4.745366593772549,-8.615330671091215e-14,4.426565944815053e-05,4.0452805834867434e-05,0.00902026785221588,0.008841766750208535,0.028054146710940975,-0.010754396077853556,4.604981793228178e-06,0.008684755966800113,0.008570920002764446,1.7111753597587506e-06,0.007829125984908814,0.008695316920860452,1.5706358638581975e-06
39,4.775124928321512,0.21251270696826385,0.02366526566132709,0.5203248047967135,0.026343414512294144,0.008562427007832385,1.7350226500000948e-06,0.0005543655697514778,0.07756059600823399,4.768692778458982,-4.7686927784588855,9.681144774731365e-14,-4.768692778458886,9.592326932761353e-14,4.0452805834867434e-05,3.69937662352271e-05,0.008841766750208535,0.008700549842601046,0.02719760255129544,-0.010072748535630893,4.474433084959834e-06,0.008570920002764446,0.008451906624756558,1.7144381447594499e-06,0.007747752104102057,0.008530117814615767,1.5688478527680502e-06
40,4.798753219974774,0.20824923866755465,0.024354815810054182,0.5443348455324041,0.027559013787451667,0.008395559596181101,1.7166594441180483e-06,0.0005484982520589602,0.07810909426029296,4.792702819194673,-4.792702819194669,4.440892098500626e-15,-4.79270281919467,3.552713678800501e-15,3.69937662352271e-05,3.386401147587037e-05,0.008700549842601046,0.008541862498859687,0.026298132583616685,-0.009507013391254482,4.318582807074873e-06,0.008451906624756558,0.008284404751046527,1.7055279965711426e-06,0.007695143384393366,0.008353317105224578,1.5690436749884336e-06
41,4.8230983288914455,0.20404735129682725,0.025055653407343677,0.5690400801411031,0.02880980988619753,0.008271677363478336,1.7143240022421196e-06,0.0005477520436067704,0.07865684630389973,4.817408053803372,-4.817408053803477,-1.0480505352461478e-13,-4.817408053803477,-1.0480505352461478e-13,3.386401147587037e-05,3.102588962544672e-05,0.008541862498859687,0.008424881010145713,0.025474991535693103,-0.008931636808736654,4.186097772990491e-06,0.008284404751046527,0.008209041349986188,1.70400778720064e-06,0.007614550724843294,0.008223290814637574,1.571996368462143e-06
42,4.8481703267627125,0.19990737206073475,0.025767673913703305,0.5944517438016266,0.030096371632024183,0.008186565177411231,1.7269456251878312e-06,0.0005517848400636279,0.07920863114396334,4.842819717463896,-4.842819717463972,-7.638334409421077e-14,-4.842819717463972,-7.638334409421077e-14,3.102588962544672e-05,2.8437198285935494e-05,0.008424881010145713,0.008247090388581513,0.02472429475083915,-0.008351164396016686,4.0760684965905004e-06,0.008209041349986188,0.008060830416103908,1.7052792104577116e-06,0.007569267513827138,0.008033408290864186,1.5687057182786771e-06
43,4.873979155067909,0.19582906449827464,0.02649076016407342,0.6205809608405148,0.031419262236107644,0.007939015921137216,1.6696589374591997e-06,0.0005334808903821318,0.07974211203434549,4.868948934502784,-4.868948934502732,5.240252676230739e-14,-4.868948934502732,5.240252676230739e-14,2.8437198285935494e-05,2.6080271781303566e-05,0.008247090388581513,0.007952559840546991,0.023842126550145393,-0.007964094707871294,3.902908852953647e-06,0.008060830416103908,0.007734921190712358,1.6526338507346347e-06,0.0074574656745479695,0.007729949909829448,1.5277376447112326e-06
44,4.9005346517929125,0.191811848356297,0.027224782623612265,0.6474387322343577,0.032779038664565364,0.0076192164764657955,1.5804655965136307e-06,0.0005049822899337021,0.08024709432427919,4.895806705896627,-4.895806705896611,1.5987211554602254e-14,-4.895806705896611,1.5987211554602254e-14,2.6080271781303566e-05,2.394568989227963e-05,0.007952559840546991,0.007708203852125006,0.022915170189442335,-0.0076767372365108555,3.7036919085093896e-06,0.007734921190712358,0.0074880765669899626,1.5774037111476964e-06,0.007221048324864698,0.007482116012666018,1.4715387066415265e-06
45,4.927846724927278,0.1878560183567411,0.027969608019795505,0.6750359275560616,0.03417625123070552,0.00747134012479278,1.561289342894756e-06,0.0004988551913836482,0.08074594951566284,4.923403901218331,-4.923403901218264,6.661338147750939e-14,-4.923403901218264,6.661338147750939e-14,2.394568989227963e-05,2.2000955625323115e-05,0.007708203852125006,0.007582175706450589,0.022187552761720353,-0.007244872512134792,3.580386577939031e-06,0.0074880765669899626,0.007408126369465096,1.5516069607669228e-06,0.007028630340079389,0.007354052089917018,1.4467059743070267e-06
46,4.955925251496967,0.1839622438124158,0.02872508868681656,0.7033832759093677,0.0356114431360526,0.007386677996168656,1.567327353522956e-06,0.0005007844256804267,0.08124673394134327,4.951751249571636,-4.95175124957161,2.5757174171303632e-14,-4.951751249571611,2.4868995751603507e-14,2.2000955625323115e-05,2.0223367077853993e-05,0.007582175706450589,0.007456982206112017,0.021550165506281527,-0.006776809513944104,3.488120207494557e-06,0.007408126369465096,0.007284904217772585,1.5503663505405897e-06,0.006951178370703248,0.007226765302937643,1.4437186692128832e-06
47,4.984779912215634,0.1801305258705044,0.02949106863953369,0.7324913545725427,0.03708514989539126,0.007238962563497431,1.5454080540512851e-06,0.0004937808831386821,0.08174051482448196,4.980859328234812,-4.980859328234942,-1.2967404927621828e-13,-4.980859328234941,-1.2878587085651816e-13,2.0223367077853993e-05,1.8604153246393196e-05,0.007456982206112017,0.007340504752296639,0.020873856759611953,-0.006395931632617313,3.372972917400894e-06,0.007284904217772585,0.007163727718571614,1.5391968179212798e-06,0.006870225897087634,0.007110833711385212,1.4412972765670904e-06
48,5.014420282046457,0.17636089788455975,0.030267383281824756,0.7623705805332219,0.03859789890818567,0.007171060259838491,1.5564731035337561e-06,0.0004973163311979209,0.08223783115567988,5.010738554195491,-5.01073855419539,1.0125233984581428e-13,-5.01073855419539,1.0125233984581428e-13,1.8604153246393196e-05,1.712402886333564e-05,0.007340504752296639,0.007270314711386616,0.020300329077632684,-0.005958208557955702,3.2956137387849487e-06,0.007163727718571614,0.007131662339140651,1.5463494101494255e-06,0.006793512912067201,0.007042258725703077,1.4486665912527166e-06
49,5.044855840673124,0.1726535917864545,0.03105385729463817,0.7930312008214534,0.040150208969153264,0.007114717445804608,1.5719215477448762e-06,0.0005022523391381464,0.08274008349481803,5.041399174483722,-5.041399174483704,1.7763568394002505e-14,-5.041399174483703,1.865174681370263e-14,1.712402886333564e-05,1.576526951030388e-05,0.007270314711386616,0.007146742858409216,0.019760941542893873,-0.005531506651284657,3.227371459751902e-06,0.007131662339140651,0.007014243585464861,1.5535565512948861e-06,0.006760428081830305,0.006920025132218122,1.453035528867596e-06
